store,sido,gungu,address,phone
부산영도점,부산,영도구,"부산 영도구 절영로 557 (동삼동, 삼창파크맨션) 1층 103호",051-405-6677
부산연산점,부산,연제구,부산 연제구 신금로 12-1 (연산동),051-851-8760
부산엄궁점,부산,사상구,부산 사상구 엄궁로203번길 33 (엄궁동),051-322-8881
부산양정점,부산,부산진구,부산 부산진구 연수로 12 (양정동) 1층,051-852-9900
부산사직점,부산,동래구,"부산 동래구 사직로 8 (사직동, 사직역 삼정그린코아 더 베스트 1차)",051-505-6061
부산반여점,부산,해운대구,부산 해운대구 삼어로133번나길 2 (반여동) 1층 60계 치킨,051-531-2003
부산모라점,부산,사상구,부산 사상구 백양대로 949-7 (모라동) 101호,051-316-9960
부산용호점,부산,남구,"부산 남구 동명로 165 (용호동, 오곡농산쌀직판장) 1층",051-612-6656
부산만덕점,부산,북구,부산 북구 덕천로276번길 32-8 (만덕동) 1층,051-331-4123
부산대신점,부산,서구,부산 서구 구덕로274번길 5 (동대신동1가),051-245-7929
부산다대포점,부산,사하구,부산 사하구 다송로72번길 64 (다대동) 1층,051-266-6010
부산기장점,부산,기장군,"부산 기장군 기장읍 차성로344번길 26 (동부리, 피오네)",051-721-5795
부산광안점,부산,수영구,"부산 수영구 남천바다로21번길 6 (광안동, 세종오스타) 102호",051-759-8851
부산개금.주례점,부산,부산진구,부산 부산진구 냉정로 194 (개금동),051-992-6000
당감부암점,부산,부산진구,부산 부산진구 당감서로 66-1 (당감동) 1층,051-897-1160
제주외도점,제주특별자치도,제주시,제주특별자치도 제주시 우정로15길 29 (외도일동) 1층,064-746-6060
제주중문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 천제연로 268 (중문동) 1층 104호,064-739-7960
제주시청점,제주특별자치도,제주시,제주특별자치도 제주시 광양10길 16 (이도이동) 1층,064-756-0660
제주서귀포동홍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동홍남로 46 (동홍동) 1층,064-733-6079
제주서귀포신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로25번길 6-7 (강정동) 1층,064-739-6066
제주성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성동서로56번길 2 1층,064-782-9960
제주노형점,제주특별자치도,제주시,"제주특별자치도 제주시 다랑곶1길 16 (노형동, 세기6차아파트) 109호(노형동, 세기6차아파트)",064-747-0858
제주아라점,제주특별자치도,제주시,제주특별자치도 제주시 인다6길 53 (아라1동),064-757-8969
제주삼화지구점,제주특별자치도,제주시,제주특별자치도 제주시 화삼로 11 (화북1동),064-753-0858
세종소담점,세종특별자치시,소담1로,세종특별자치시 소담1로 12 (소담동) 116호,044-272-6088
세종아름점,세종특별자치시,보듬3로,세종특별자치시 보듬3로 91 (아름동) 해피라움4 120호,044-865-8260
조치원점,세종특별자치시,조치원읍,세종특별자치시 조치원읍 대첩로 75 109호,044-865-6040
세종어진점,세종특별자치시,가름로,세종특별자치시 가름로 232 (어진동) A138~139호,044-868-7960
세종새롬점,세종특별자치시,새롬중앙로,세종특별자치시 새롬중앙로 62-15 (새롬동) 134~135호,044-865-6079
